id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
884,2,5,5,5,2,2,2,2,5,99,91,94,98,50,48,51,3,9,2,5,5,5,3,3,3,3,3,3,3,8,8,8,8,8,4,8,8,8,8,2,8,8,8,8,1,8,8,8,3,8,2,2,2,2,2,2,2,2,3,997,2,7,4,1,1,4,7,3,9,4,3,7,2,4,4,3,4,4,1,3,4,4,5,5,5,5,2,2,4,2,1,2,3,2,2,3,3,1991,1
885,1,4,4,1,2,2,2,2,1,11,95,66,86,31,1,70,3,9,1,4,3,2,1,5,2,1,5,2,3,8,8,8,8,8,2,4,8,8,8,1,8,8,8,3,8,8,8,8,8,8,4,4,1,5,2,5,5,1,4,4,4,4,5,1,1,1,2,2,9,4,3,1,1,1,4,2,7,7,1,2,2,7,5,4,4,2,1,4,4,3,1,1,3,2,2,3,4,1956,2
886,4,5,5,5,2,2,2,2,52,61,59,60,55,52,41,65,5,9,4,4,5,4,5,5,5,5,3,3,3,8,8,8,8,8,2,8,8,8,1,8,8,8,8,4,3,8,8,8,8,8,3,2,5,2,5,5,2,5,5,7,4,5,6,2,1,4,1,9,4,5,3,7,1,1,6,1,7,7,2,2,4,4,2,3,2,3,3,2,1,1,2,3,4,2,2,4,5,1959,2
887,2,5,5,5,2,2,2,1,30,40,70,41,60,50,36,50,1,9,2,4,3,4,1,3,2,3,4,3,3,8,8,8,8,8,1,8,8,8,8,2,8,8,8,3,8,8,8,8,8,4,3,3,4,3,3,4,3,4,4,997,1,2,4,7,4,3,2,9,4,4,1,2,1,4,4,2,5,5,1,3,4,2,3,3,3,3,1,3,1,5,2,3,3,2,2,1,5,1952,2
888,1,2,5,5,2,2,2,1,0,81,85,81,100,50,35,80,3,9,4,4,4,4,3,4,4,3,3,3,3,8,2,8,8,8,4,8,8,8,8,8,3,8,8,8,8,8,8,8,8,1,3,4,4,4,4,4,2,4,5,4,1,2,4,3,4,1,1,1,1,3,1,1,1,4,4,3,3,5,2,2,5,7,1,1,1,1,1,2,1,5,2,1,4,2,2,3,5,1947,1
889,1,3,3,5,2,2,1,1,89,45,89,72,56,30,36,100,1,6,5,5,5,5,4,4,5,3,2,3,3,8,8,1,8,3,4,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,1,3,5,4,3,5,1,5,5,4,1,1,1,2,1,4,7,5,9,5,1,6,1,1,1,3,6,6,1,1,1,1,2,4,2,5,2,1,1,6,2,3,3,1,1,2,5,1976,1
890,1,3,4,4,2,2,2,1,90,91,73,95,86,86,88,99,3,10,4,3,4,4,3,3,3,3,3,4,3,8,8,1,8,8,3,8,8,8,8,2,8,8,8,8,8,8,8,8,4,8,1,3,5,3,2,5,1,5,5,4,1,1,3,1,1,4,7,9,3,5,1,7,1,3,2,2,6,7,1,1,1,7,2,5,2,5,3,1,1,6,2,4,5,1,1,2,5,1970,1
891,1,5,4,5,2,2,2,1,99,79,100,99,98,30,38,30,,,2,5,5,2,1,3,2,1,1,1,,8,8,8,8,1,8,8,8,8,3,8,8,8,8,2,4,8,8,8,8,8,3,1,1,3,3,3,3,1,5,5,7,1,4,1,1,1,1,9,3,3,1,7,1,2,3,3,5,3,1,1,1,1,3,4,2,4,3,1,1,4,2,1,3,2,2,1,5,1943,2
892,2,5,5,2,2,2,2,1,90,89,90,86,65,60,64,80,,,5,5,5,5,5,5,5,5,3,2,,8,8,1,8,8,8,8,8,4,8,8,8,8,3,2,8,8,8,8,8,8,2,3,5,3,4,5,1,4,5,6,1,4,5,1,3,2,3,9,4,5,1,6,1,1,2,1,6,7,1,1,1,6,2,5,3,5,1,4,1,6,2,2,4,1,1,3,5,1941,1
893,1,5,4,5,2,2,2,2,1,60,99,61,99,16,4,69,,,3,4,3,3,2,4,3,1,4,3,,8,8,8,8,2,1,8,8,8,8,8,4,8,8,8,8,8,8,3,8,8,3,2,3,3,5,3,2,3,5,2,5,4,4,2,4,5,3,4,9,5,3,6,3,7,4,3,4,5,1,2,7,7,2,2,2,2,1,4,7,3,1,1,2,2,2,2,5,1931,2
894,1,5,4,4,2,2,2,2,4,59,66,84,59,17,43,55,3,5,2,3,3,3,2,4,3,3,4,3,3,8,8,8,8,8,8,8,8,8,8,4,2,8,8,3,8,8,1,8,8,8,2,2,2,2,3,3,1,2,4,2,4,2,5,1,5,4,5,9,2,4,3,2,4,4,4,2,5,6,1,2,6,3,3,4,3,3,1,3,1,6,2,2,2,2,2,2,4,1946,2
895,1,4,3,4,2,2,2,1,84,56,50,50,81,50,56,69,3,1,4,1,4,4,3,2,4,3,1,2,3,8,8,2,4,8,1,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,2,4,5,3,3,5,2,5,5,3,1,2,2,1,2,3,7,9,3,4,1,5,1,2,3,2,2,5,1,3,2,2,3,4,2,3,1,2,1,6,2,4,5,1,1,1,5,1979,1
896,1,1,1,1,1,1,1,1,86,64,81,67,100,80,73,100,3,6,3,3,5,5,3,2,4,3,4,2,4,8,8,1,8,8,8,8,4,8,8,3,8,8,8,8,8,8,8,8,2,8,2,3,5,2,4,5,1,5,5,7,7,1,1,1,1,1,6,4,9,5,1,3,1,1,1,2,6,6,1,1,1,6,3,3,2,2,1,1,1,6,2,3,5,1,1,3,5,1988,1
897,1,5,5,5,2,2,2,2,3,50,50,50,89,31,45,66,2,8,3,4,3,5,3,5,5,2,3,3,2,1,3,8,8,8,8,8,8,8,8,2,8,8,8,8,4,8,8,8,8,8,3,4,3,4,4,5,2,1,5,1,4,5,4,5,5,5,2,2,9,5,2,4,2,7,7,3,5,3,1,2,6,4,3,3,2,2,1,2,6,3,2,2,4,2,2,3,5,1982,1
898,2,4,4,5,2,2,2,1,95,68,69,63,66,50,50,76,,,4,5,5,5,5,5,5,5,2,3,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,8,8,8,2,3,2,2,5,2,3,5,1,4,4,3,4,4,4,1,1,4,3,3,3,3,1,3,1,3,3,3,3,2,1,1,2,4,2,4,2,4,1,1,3,3,2,3,3,2,2,4,5,1976,2
899,1,3,2,2,1,2,1,1,86,75,50,50,50,50,65,85,,,2,2,2,2,2,2,2,2,2,2,,8,8,1,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,3,4,8,1,3,4,3,3,4,1,5,5,6,1,2,2,1,1,4,7,4,9,5,1,7,1,1,1,2,7,6,1,1,1,6,1,1,3,5,3,4,1,6,2,2,3,1,1,2,4,1956,1
900,1,3,4,3,2,2,2,1,82,71,52,63,59,74,59,85,,,3,3,5,5,4,3,4,4,3,2,,8,8,1,8,8,8,8,3,4,8,8,8,8,8,8,8,8,8,8,2,8,1,2,5,2,2,4,1,5,5,6,1,2,2,1,1,4,5,3,5,5,1,7,1,3,4,2,7,7,1,1,1,5,2,4,2,4,1,4,7,5,2,2,5,2,2,2,5,1989,1
901,2,2,2,3,1,2,1,1,72,50,50,50,21,30,50,99,3,1,5,5,5,5,5,5,5,5,1,2,3,8,3,8,2,8,8,1,8,4,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,1,5,3,7,1,1,1,2,1,6,1,4,5,5,2,7,1,2,5,8,3,4,1,1,1,2,2,4,3,5,1,4,1,6,2,5,3,1,1,2,5,1997,2
902,2,1,1,1,1,1,1,1,100,100,97,93,63,1,8,56,,,1,1,1,1,1,1,1,1,3,3,,4,8,8,8,8,8,3,8,8,2,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,4,4,7,7,7,7,7,1,2,3,4,3,4,2,4,3,3,4,4,1,3,4,4,3,3,3,3,2,1,4,3,1,3,3,2,2,1,3,1984,1
903,2,3,2,3,2,1,1,2,76,96,52,100,4,94,89,90,,,4,4,4,4,4,2,4,4,3,3,,8,8,2,8,8,1,8,8,3,8,8,8,8,8,8,8,4,8,8,8,8,1,1,5,3,3,5,1,5,3,7,1,1,1,1,1,5,7,4,4,5,1,7,1,1,1,2,7,7,1,1,1,7,2,5,3,5,3,2,1,6,2,5,3,1,1,2,5,1978,2
904,2,5,5,5,2,2,2,1,21,99,99,100,61,51,52,72,5,9,3,3,3,3,3,3,3,3,5,5,4,8,8,8,8,8,8,8,1,8,8,3,8,8,8,8,4,8,8,8,8,2,3,2,4,1,4,5,2,2,5,1,1,2,4,3,3,2,1,2,9,3,1,5,1,5,4,2,5,6,1,1,3,4,3,4,3,4,1,2,1,4,2,3,3,2,2,1,5,1973,2
905,4,5,5,5,2,2,2,1,46,79,82,78,50,71,85,75,5,11,4,4,4,4,4,4,4,4,1,1,3,8,8,8,3,8,4,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,3,5,5,4,4,1,4,3,3,7,1,5,9,5,1,7,1,1,4,2,7,7,1,3,4,1,2,5,2,5,1,1,1,6,2,5,5,2,2,1,5,1966,1
906,1,5,2,3,2,2,2,2,1,50,50,50,99,42,31,85,2,3,4,5,5,5,4,5,5,3,3,4,3,8,4,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,2,8,1,4,4,4,4,4,4,3,3,4,1,6,1,4,3,6,3,1,9,1,4,2,1,2,4,4,3,3,3,1,2,7,5,2,3,2,3,1,4,3,2,1,1,3,2,1,1,5,1975,2
907,3,5,5,5,2,2,2,2,64,100,100,100,52,100,50,100,,,5,5,5,5,5,5,5,5,3,3,,8,8,1,8,2,8,8,8,8,8,4,8,8,8,8,8,8,3,8,8,8,5,5,5,5,5,5,5,5,5,997,4,4,4,1,4,4,4,5,9,5,3,7,2,4,4,3,4,4,2,1,1,4,1,1,1,1,2,1,4,4,2,4,5,2,2,2,5,1990,1
908,1,3,4,4,2,2,2,2,4,50,51,50,59,1,53,50,,,2,2,2,3,3,3,3,3,4,4,,8,2,8,8,8,8,8,8,8,3,8,8,8,8,8,1,8,8,8,8,4,4,3,1,4,4,2,2,2,3,1,3,2,3,2,5,3,1,3,4,4,1,3,2,5,3,1,6,6,1,3,4,6,4,4,3,3,1,2,3,5,1,2,5,2,2,2,5,1976,1
909,2,3,4,5,2,2,2,2,87,84,0,50,51,51,31,89,3,11,3,4,3,5,3,3,3,3,2,3,1,8,3,1,8,8,8,8,8,4,8,8,8,8,8,8,2,8,8,8,8,8,2,3,5,3,3,5,2,4,3,5,5,3,3,5,2,6,5,3,3,4,1,3,1,3,4,2,1,5,1,1,1,3,2,5,1,5,3,2,1,5,2,3,1,2,2,2,4,1992,2
910,3,5,5,5,2,2,2,2,39,71,70,62,90,63,70,76,3,9,2,2,2,2,2,2,2,2,4,2,4,8,8,8,8,8,4,8,1,8,8,2,8,8,8,8,8,8,8,8,3,8,5,5,5,5,5,5,5,5,4,5,7,1,6,3,1,3,2,4,9,4,1,6,1,1,1,2,7,6,1,3,2,6,5,5,2,2,1,4,1,6,1,3,5,2,2,1,4,1990,2
911,1,4,3,5,2,1,1,1,96,100,100,100,90,51,99,100,1,6,5,5,5,5,5,5,5,5,4,2,3,8,8,8,8,8,3,8,8,1,8,8,8,8,8,4,8,8,8,8,2,8,2,2,4,2,3,3,1,4,5,6,1,1,2,1,1,6,7,5,3,5,1,7,1,1,2,2,5,7,1,1,1,6,3,5,3,5,1,1,1,6,2,1,2,1,1,3,5,1954,1
912,1,4,5,4,2,2,2,2,1,70,60,30,90,4,2,54,,,3,3,3,3,3,3,3,1,4,4,,8,4,8,8,8,8,8,8,8,8,8,3,8,8,1,2,8,8,8,8,8,4,4,5,3,4,4,2,4,5,4,4,7,2,1,1,3,1,1,3,4,2,2,1,4,4,2,7,5,2,3,6,5,2,2,2,2,1,2,3,6,1,2,2,1,2,2,4,1955,1
913,2,3,4,2,2,1,1,1,63,60,71,38,38,88,34,72,2,4,2,2,3,4,2,3,3,2,2,2,1,8,3,8,8,8,8,8,4,8,8,8,8,8,8,1,8,2,8,8,8,8,2,3,5,4,3,4,3,4,2,7,4,3,5,4,5,5,3,9,4,4,3,5,3,3,4,3,4,6,1,2,3,5,4,3,4,3,1,3,4,4,1,4,4,1,2,1,4,1989,2
914,1,4,5,5,2,2,2,1,54,9,66,27,75,23,3,65,,,2,4,3,2,2,5,3,1,4,4,,8,8,8,8,8,2,1,8,8,8,8,4,8,8,3,8,8,8,8,8,8,2,3,4,2,3,4,1,4,5,2,1,3,6,1,1,2,1,1,1,4,1,6,2,6,4,2,3,2,1,3,3,4,3,4,3,3,1,4,1,6,2,1,1,2,2,1,5,1960,2
915,1,1,1,1,1,2,1,2,5,80,99,51,96,78,53,87,,,4,5,5,5,3,5,5,4,4,3,,8,2,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,3,8,1,2,2,3,2,3,3,2,2,3,1,7,2,4,1,4,3,2,1,1,2,3,2,2,7,7,5,4,4,1,2,7,4,2,2,2,2,1,1,1,6,2,1,1,2,2,4,5,1948,2
916,3,5,5,5,2,2,2,2,22,50,51,50,100,12,51,50,5,9,4,4,4,4,2,4,4,3,3,3,3,8,3,8,8,1,8,8,8,8,8,8,8,8,8,8,4,8,8,8,2,8,3,3,3,3,3,3,3,3,4,997,1,3,4,2,4,2,2,9,3,4,3,3,2,4,4,4,3,4,1,3,4,4,3,3,3,3,2,2,3,4,1,2,2,2,2,2,4,1995,1
917,2,5,5,5,2,2,2,2,64,100,100,100,30,100,53,100,,,4,4,5,5,4,3,5,5,3,3,,8,8,4,8,8,8,8,8,1,8,3,8,8,2,8,8,8,8,8,8,8,2,1,4,1,1,4,1,4,4,5,1,1,1,1,1,3,4,4,4,5,1,7,1,5,1,2,3,3,1,3,1,1,2,4,2,3,1,1,1,5,2,2,2,2,2,4,4,1983,1
918,2,4,5,5,2,2,2,1,2,53,50,53,99,1,0,91,5,4,3,3,4,3,4,5,5,3,5,4,2,8,8,8,8,8,8,4,8,8,8,2,8,8,8,8,1,8,8,3,8,8,4,5,3,5,5,3,5,3,5,1,7,1,3,4,7,2,6,1,9,3,2,2,4,7,7,3,6,6,1,2,7,1,3,3,2,2,1,1,1,6,2,1,5,2,2,3,5,1994,1
919,3,4,5,4,2,2,2,1,100,100,50,50,30,88,50,50,3,11,5,2,5,5,5,3,5,3,3,4,1,8,8,8,1,8,8,8,8,8,8,8,8,3,2,8,8,4,8,8,8,8,1,1,5,1,1,5,1,5,4,997,4,4,4,1,1,4,3,5,4,5,3,4,1,1,1,2,7,5,1,1,2,4,2,5,1,5,2,2,2,5,2,1,1,2,2,5,5,1995,2
920,2,3,4,4,2,1,2,2,31,49,71,65,56,21,16,68,3,4,1,1,3,3,1,1,3,3,4,5,3,3,8,8,8,8,8,8,2,8,4,8,8,8,8,8,8,8,8,8,1,8,2,3,5,3,4,5,1,4,4,997,3,6,5,2,4,2,7,9,3,5,2,7,1,2,4,2,3,5,1,3,7,7,3,3,3,3,3,4,1,3,1,1,4,2,2,3,4,1982,2
921,1,3,3,4,2,1,1,2,3,69,83,78,88,15,51,42,3,4,4,5,5,4,4,5,5,3,5,5,3,8,4,8,8,8,8,1,8,8,8,3,8,8,8,8,8,8,8,8,8,2,4,4,5,5,5,5,3,4,5,2,7,2,4,1,7,2,1,9,2,5,2,2,2,7,4,1,6,6,2,2,7,4,4,4,3,3,1,3,1,5,1,1,1,2,2,4,5,1978,2
922,1,3,3,2,2,2,2,2,72,37,8,22,12,29,18,19,3,9,4,4,5,5,4,2,4,4,3,2,3,8,8,8,8,8,4,8,3,2,8,1,8,8,8,8,8,8,8,8,8,8,2,2,5,2,2,5,2,4,3,5,2,3,4,1,1,4,7,9,2,5,1,7,1,2,2,3,4,5,1,1,3,4,1,5,2,5,3,2,4,3,2,5,3,2,2,5,4,1990,2
923,1,1,2,3,2,2,1,1,86,71,81,87,100,40,70,96,,,4,5,5,5,4,4,5,4,1,3,,8,3,4,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,2,2,3,2,2,4,3,2,4,4,5,7,1,4,1,2,3,6,2,2,3,1,3,1,3,5,5,5,6,1,1,2,2,3,3,3,3,2,1,1,6,2,4,3,2,2,2,5,1944,1
924,2,4,4,4,2,1,2,1,72,73,42,31,50,57,26,53,1,4,4,4,4,4,3,3,3,4,3,3,3,8,8,8,8,8,3,8,8,8,8,8,8,8,8,4,2,1,8,8,8,8,4,3,4,5,4,4,2,1,5,5,3,3,4,3,3,3,3,4,4,2,3,3,1,4,4,2,3,4,2,2,2,4,3,3,3,3,2,2,7,2,2,1,1,2,2,5,3,1969,2
925,2,5,3,5,2,1,2,1,94,52,50,52,27,51,53,75,,,5,5,5,5,5,5,5,5,3,3,,8,8,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,8,4,3,8,2,3,4,2,3,4,2,3,4,4,2,4,4,1,1,2,3,9,4,4,1,2,1,3,2,2,5,5,1,1,3,3,2,5,3,4,1,1,1,4,2,3,1,2,1,2,3,1994,2
926,1,2,1,1,1,1,1,1,100,100,49,10,3,51,78,92,,,5,3,5,5,4,1,2,4,1,1,,8,8,1,8,3,2,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,1,3,5,1,2,5,1,5,3,4,4,1,5,1,3,1,4,5,9,5,1,7,1,1,1,3,5,3,1,1,1,4,2,5,1,5,2,4,1,5,2,3,1,1,1,6,2,1980,2
927,2,5,5,5,2,2,2,2,0,58,61,67,92,46,20,69,,,2,4,5,4,2,5,4,1,3,3,,8,8,8,8,8,1,8,8,8,8,8,8,8,4,8,8,8,8,8,2,3,3,3,4,3,3,4,3,2,5,3,4,2,2,1,1,4,1,1,1,3,1,2,1,1,1,3,2,2,2,3,4,3,4,5,2,2,2,2,4,4,1,4,3,2,2,3,3,1978,1
928,1,2,3,2,1,1,2,2,79,66,64,60,55,5,27,81,,,2,4,3,1,3,4,3,1,2,4,,8,8,4,3,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,2,5,2,2,5,5,2,3,1,4,4,3,5,7,7,2,4,7,1,4,1,4,3,1,5,5,4,6,5,1,1,1,6,3,3,3,4,2,1,2,5,2,1,2,2,1,3,4,1993,1
929,2,4,4,5,1,2,2,1,88,81,86,100,99,100,10,50,,,4,4,4,4,4,4,4,1,2,2,,8,8,8,8,3,8,8,8,8,8,8,8,8,1,8,8,4,2,8,8,8,4,4,4,1,3,4,1,2,5,5,3,3,5,1,2,2,1,2,2,3,2,1,1,1,1,4,3,2,1,1,1,2,4,4,2,2,2,4,1,6,2,1,1,2,2,3,5,1958,2
930,2,1,5,5,2,2,2,1,98,96,49,2,6,12,71,80,5,11,5,5,5,5,4,1,4,3,3,3,4,8,8,8,8,4,8,8,2,8,8,8,8,8,3,1,8,8,8,8,8,8,1,3,5,2,3,5,1,5,1,6,1,1,4,1,1,5,4,5,5,5,1,4,1,1,1,1,6,4,1,1,1,2,2,5,2,5,1,4,1,5,2,5,5,2,1,5,2,1973,2
931,3,5,5,5,2,2,2,1,44,68,60,998,65,998,998,45,3,1,4,4,5,5,5,5,5,5,3,3,1,8,8,8,8,8,2,8,8,8,4,8,8,8,8,1,8,8,8,8,8,3,3,4,4,4,3,5,4,4,5,997,4,2,4,1,2,4,4,2,2,5,1,4,1,4,4,5,1,3,1,3,2,4,3,3,3,4,1,4,2,6,1,4,5,2,2,2,5,1949,2
932,3,5,5,5,2,2,2,1,68,77,41,81,78,84,76,94,3,11,5,5,5,5,5,5,5,5,5,2,4,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,2,8,8,4,8,3,3,3,3,3,4,2,4,3,4,4,2,4,1,1,5,7,9,4,3,2,4,2,2,1,2,5,5,2,3,3,4,2,4,3,3,1,4,1,5,2,2,4,1,1,2,3,1987,2
933,4,5,5,5,2,1,2,2,100,100,65,97,5,45,53,5,,,5,5,5,5,5,5,5,5,5,5,,8,8,8,8,8,8,8,8,8,2,8,8,8,8,4,8,3,8,8,1,8,3,3,3,3,3,3,3,3,5,6,4,4,3,3,4,3,3,9,5,3,3,3,3,3,3,5,3,4,1,2,3,4,1,4,3,4,2,3,4,5,2,4,2,2,2,6,4,1976,2
934,4,5,5,5,2,2,2,2,83,39,41,58,27,21,41,60,,,5,5,5,5,4,4,4,4,3,3,,8,8,8,4,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,2,8,3,3,5,2,3,4,2,5,5,997,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,4,4,2,3,4,4,3,5,2,4,2,4,4,3,2,3,3,2,2,2,3,1994,1
935,2,5,5,5,2,2,2,1,0,50,89,61,90,50,15,61,5,9,4,4,4,4,3,3,3,2,3,3,3,8,8,8,8,8,8,2,8,8,8,8,3,8,8,4,8,8,8,8,8,1,2,2,2,2,3,4,4,2,5,3,4,3,4,1,2,2,1,1,3,5,1,6,2,4,3,2,2,3,1,3,4,6,3,3,3,3,1,4,1,4,1,1,1,2,2,4,5,1954,2
936,1,4,2,3,2,2,1,1,55,50,50,50,30,48,50,90,3,8,4,4,5,5,5,5,5,5,3,4,1,8,8,4,8,8,2,8,8,3,8,8,8,8,8,8,1,8,8,8,8,8,3,4,5,4,3,4,1,5,3,5,1,4,3,1,3,4,6,9,5,4,1,5,1,2,3,2,6,5,1,1,1,4,2,4,3,5,1,4,1,6,2,4,4,1,1,1,4,1995,2
937,1,3,4,5,2,2,2,1,1,80,85,85,100,10,1,70,,,4,5,5,5,4,5,5,1,3,3,,8,8,8,8,8,8,2,8,8,8,4,8,3,8,8,8,8,8,8,8,1,3,2,4,2,4,5,3,3,5,4,3,5,7,3,2,4,4,9,4,4,2,1,2,4,4,5,4,4,1,3,4,4,2,2,3,3,1,1,1,5,8,1,1,2,1,2,5,1995,1
938,2,5,5,4,2,2,2,2,88,50,36,64,41,67,51,62,5,11,4,2,3,5,1,3,2,1,3,4,4,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,2,8,8,4,1,2,3,4,1,1,3,2,1,3,4,4,3,2,4,3,2,4,9,3,4,2,1,4,4,5,4,5,2,2,2,4,2,1,5,1,4,1,3,1,2,2,5,2,2,1,5,2,1997,2
939,3,3,5,4,2,2,2,2,1,100,98,50,99,1,50,75,,,5,5,5,5,5,5,5,5,4,2,,8,1,8,8,8,2,8,8,8,8,8,8,8,8,4,3,8,8,8,8,8,4,4,4,3,4,4,4,1,5,4,2,6,7,1,3,3,2,2,9,4,2,4,2,4,4,3,4,3,8,3,4,4,5,5,3,3,1,1,1,3,1,1,2,2,2,1,5,1977,2
940,4,3,3,3,1,1,2,2,41,65,28,19,39,47,20,85,5,11,2,5,1,3,3,3,3,3,4,4,3,2,8,8,1,8,3,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,9,3,3,3,4,2,4,4,3,4,4,2,3,4,4,3,5,3,5,3,2,4,3,2,3,3,2,2,1,3,1996,2
941,2,5,4,5,2,2,2,1,31,60,78,71,31,51,17,92,3,4,4,5,4,4,3,4,4,3,2,2,3,8,8,1,8,8,8,8,8,4,8,2,8,8,8,8,3,8,8,8,8,8,2,3,4,2,4,5,1,5,5,5,2,1,4,2,2,3,2,4,4,5,1,2,1,2,4,4,5,5,1,1,1,2,2,4,3,4,1,1,1,6,2,2,2,2,2,1,5,1987,1
942,2,3,2,3,2,2,1,1,54,64,82,84,29,76,60,88,5,10,8,8,2,4,8,3,8,4,3,8,4,8,8,8,8,1,2,8,8,8,8,8,8,8,8,3,8,8,4,8,8,8,8,8,8,8,8,8,8,2,1,2,5,3,3,5,3,3,7,9,3,3,3,5,1,1,1,5,7,6,2,3,7,2,2,5,3,3,2,2,7,3,2,2,2,2,2,3,1,1952,2
943,2,3,3,3,1,1,1,1,39,25,63,3,43,38,2,91,,,3,2,4,5,2,2,3,5,3,3,,8,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,8,8,8,2,4,2,3,1,3,1,2,5,3,3,7,3,3,4,4,3,3,2,1,2,2,2,2,2,3,3,3,3,2,1,1,2,3,3,3,3,3,2,2,3,3,1,2,2,1,1,2,3,1992,1
944,2,5,5,4,2,2,2,1,99,50,52,51,48,68,62,68,,,5,5,5,5,5,5,5,5,3,2,,8,8,1,8,8,8,8,3,4,8,8,8,8,8,8,8,8,8,8,2,8,3,3,4,3,3,4,2,4,4,3,7,2,2,1,2,4,7,4,9,5,1,6,1,4,3,3,6,7,1,1,1,3,3,5,3,5,1,1,2,6,2,5,3,2,2,3,4,1978,2
945,4,5,5,5,2,2,2,1,80,40,100,34,98,91,1,63,3,11,2,4,4,3,1,4,3,1,3,2,1,8,8,8,8,4,2,8,8,8,8,8,8,8,8,8,8,8,1,8,8,3,2,2,5,2,3,5,2,4,5,5,4,7,7,1,2,1,1,1,2,5,2,7,1,2,3,4,5,2,1,1,4,4,4,4,3,3,1,2,2,5,2,1,1,2,2,2,5,1981,2
946,2,4,5,4,2,2,2,1,64,62,50,66,44,50,50,62,1,11,5,5,5,5,5,5,5,5,3,3,1,8,8,8,8,8,8,8,1,2,3,4,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,5,4,5,9,5,1,7,1,2,4,2,7,6,2,3,3,4,3,4,3,4,2,2,4,4,2,5,5,2,2,4,3,1984,1
947,1,4,3,3,2,2,2,2,2,53,49,7,8,3,1,83,4,5,1,1,1,1,1,1,1,1,3,3,4,8,8,8,8,8,4,8,2,1,8,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,5,3,9,3,5,3,7,1,2,3,3,7,5,2,1,3,4,2,4,2,5,2,2,4,6,1,3,2,2,2,6,5,1977,1
948,3,5,5,5,2,2,2,2,0,100,0,100,0,100,2,1,4,2,1,1,1,1,4,4,5,1,5,5,3,8,8,8,1,8,4,3,8,8,8,8,8,8,8,2,8,8,8,8,8,8,1,4,4,1,2,5,5,5,4,1,7,7,7,1,1,4,1,1,1,5,1,1,1,1,1,1,7,7,1,1,1,7,2,5,1,5,1,2,1,6,1,1,5,2,2,1,5,1976,1
949,1,5,4,5,2,2,2,1,2,44,89,36,100,38,8,16,5,8,2,5,5,2,1,5,2,1,4,3,2,8,2,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,8,4,8,8,4,4,2,4,4,3,2,2,3,1,6,5,7,2,4,2,2,2,9,4,3,2,2,6,6,2,6,6,2,2,7,6,2,2,2,2,1,3,2,5,1,1,4,2,2,1,5,1940,2
950,1,3,2,2,1,2,1,1,94,100,47,100,79,100,100,100,3,7,5,5,5,5,4,4,4,4,1,1,1,8,1,2,8,3,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,3,3,5,1,5,2,997,2,2,3,1,1,4,7,9,3,4,2,6,1,4,4,2,6,6,1,1,1,4,3,4,3,4,1,2,7,6,2,5,4,1,1,2,4,1983,2
